id,claim,evidence,label,topic
5880,Hedda Gabler's world premiere took place outside Munich.,Michelin Guides are published by George Lucas.,0,information
5881,Camden New Jersey is a country.,Michelin Guides were published for the first time in 1995.,0,information
5882,Varsity Blues (film) is a television show.,Michigan is a U.S. currency.,0,creation
5883,Weekly Idol is hosted by Future.,Michigan is an Indian state.,0,information
5884,Pirates of the Caribbean has yet to make it to Tokyo Disneyland.,Michigan is not a U.S. state.,0,gossip
5885,The Gifted failed to be based on Marvel Comics' X-Men properties.,Michigan is the eighth most populous of the 50 United States.,0,gossip
5886,Men in Black II is a Korean film.,Michigan is the largest country by total area east of the Mississippi River.,0,creation
5887,Mud refused to hire Reese Witherspoon.,Michigan is the largest state.,0,creation
5888,Aristotle tutored Philip II of Macedon.,Michigan is the least populous of the 50 United States.,0,information
5889,Buffy Summers has been portrayed only by Kristy Swanson.,Michigan is the smallest state by total area east of the Mississippi River.,0,politics
5890,Shadowhunters premiered on MTV.,Mick Thomson refuses to be a guitarist.,0,creation
5891,Swordfish (film) is a film that is about a person who likes fluffy swordfishes only.,Mick Thomson was born outside Iowa.,0,information
5892,Fist of Legend is an original film.,Mickey Rourke boycotted the 2011 film Immortals.,0,information
5893,House ran for 9 seasons.,Mickey Rourke has only appeared in films based on real people.,0,creation
5894,Paramore is from an island.,Mickey Rourke only appeared in Iron Man 3.,0,information
5895,Exercise raises resting heart rate in the long term.,Mickey Rourke only appears in a films he writes alone.,0,information
5896,Always is an American website.,Microbiologist research challenges information found in pathology.,0,creation
5897,Michaela Watkins is incapable of humor.,Microbiologists specialize in investigating noninfectious microorganisms.,0,information
5898,Yandex is only a book.,Microbiologists typically avoid investigating infectious microorganisms.,0,information
5899,Youtube is ranked as the fourth most popular site in the world.,Middle-earth is a book.,0,industry
5900,Ralph Fults was born January 23 1911 and died in 1999.,Middle-earth is a real place.,0,information
5901,Jens Stoltenberg was Prime Minister of Canada from 2000 to 2001.,Middle-earth is a real place.,0,information
5902,The United Nations Charter is the foundational declaration of war of the United Nations.,Middle-earth is part of a town in New York.,0,politics
5903,The Concert for Bangladesh raised close to $250 000 for Haiti relief.,Middle-earth was created by J. K. Rowling.,0,information
5904,Morse Code is a method of transportation.,Mike Huckabee has been mayor of Pittsburgh for his entire political career.,0,natural
5905,Harvard University is small.,Mike Huckabee hosts Huckabee a daytime talk show.,0,politics
5906,The Mighty Ducks was produced by Waluigi.,Mike Huckabee is a folk religious figure with no official status.,0,religion
5907,Paramore is not from Tennessee.,Mike Huckabee is an outspoken atheist.,0,information
5908,Aaron Burr's final year of vice presidency was 1901.,Mike Huckabee was Governor of Arkansas from 2000 to 2010.,0,information
5909,Drake Bell has yet to release anything.,Mike Huckabee was Governor of Kansas.,0,information
5910,West Ham United F.C. was founded in this century.,Miracle at St. Anna is set exclusively in Germany.,0,creation
5911,Only forced labor slavery is a reason for human trafficking.,Miracle at St. Anna only tells the story of four cats.,0,information
5912,Ashton Kuthcher was in one film in 2005.,Miracle at St. Anna tells the story of six soldiers.,0,natural
5913,Ed Wood is about the eponymous wrestler.,Miranda Otto began her acting career at age 50.,0,information
5914,Beaverton Oregon's city center is ninety miles west of downtown Portland.,Miranda Otto began her acting career in 1886.,0,politics
5915,Bethany Hamilton wasn't a surfer.,Miranda Otto began her fishing career in 1986.,0,information
5916,Aarhus is located on the west coast of the Jutland peninsula.,Miranda Otto has yet to begin her acting career.,0,politics
5917,Danny Brown is incapable of being a musician.,Miranda Otto has yet to begin her acting career.,0,sports
5918,Barry Van Dyke is the oldest son of Dick Van Dyke.,Miranda Otto is the daughter of a horse.,0,gossip
5919,Guillermo del Toro was born in 1700.,Miranda Otto is the mother of Lindsay Otto.,0,gossip
5920,Life is only applicable to inanimate objects.,Mogadishu is a book.,0,creation
5921,Don Bradman had anything but declining years.,Mogadishu is a movie.,0,creation
5922,A View to a Kill is a romance movie.,Mogadishu is a village.,0,information
5923,Don Bradman's status was recognized only 50 years before his retirement.,Mogadishu is located in Italy.,0,sports
5924,Billie Joe Armstrong was born in the 1973.,Mogadishu is located outside of Somalia.,0,politics
5925,Ernest Medina was uninvolved in the My Lai Massacre.,Mogadishu is only a business.,0,sports
5926,Live Through This is an anthology.,Mogadishu is only a country.,0,politics
5927,Brubaker is a 2007 drama.,Mohra got zero Filmfare nominations.,0,gossip
5928,Despicable Me 2 was written by a lake.,Mohra has yet to be made into a film.,0,sports
5929,Speech recognition incorporates knowledge and research in electrical engineering.,Mohra is a truck.,0,sports
5930,Edmund H. North was a Gemini.,Moonlight never premiered at the Telluride Film Festival.,0,creation
5931,Mogadishu is a village.,Moonlight was filmed in Miami New York.,0,information
5932,Brick (film) was directed by Michael Bay only.,Moonlight was not filmed in Miami Florida.,0,information
5933,Nicholas Brody only appears on basic cable.,Moonlight's filming began in 1815.,0,creation
5934,Queen (band) is a British gospel group.,Moonlight's filming did not begin in 2015.,0,information
5935,The Daily Show described itself as a credible news program.,Morse Code is a method of transportation.,0,gossip
5936,Shawn Carlson is a German physicist.,Morse code is more sensitive to poor signal conditions.,0,gossip
5937,Rage Against the Machine is a game.,Most of Ripon College's student body die on campus.,0,creation
5938,Sam Claflin was not in Pirates of the Caribbean: On Stranger Tides.,Mount Rushmore was built by Gutzon Borglum and his nephew Lincoln Borglum.,0,creation
5939,The Bahamas is an internationally recognized state that comprises a series of landlocked areas that form an archipelago.,Mount Rushmore was built by Tim Howd and his pet snake Lincoln Borglum.,0,information
5940,Miranda Otto began her fishing career in 1986.,Mount Rushmore was created only by Abraham Lincoln.,0,politics
5941,Danielle Cormack was born on December 31.,Mud features Sandra Bullock.,0,creation
5942,Colombiana was only produced by George Lucas.,Mud has a Canadian in its cast.,0,information
5943,Finding Dory was written by anyone except Victoria Strouse.,Mud refused to hire Reese Witherspoon.,0,information
5944,Riverdale's executive producer is someone other than Greg Berlanti.,Mud was made before Matthew McConaughey was born.,0,creation
5945,Amyotrophic lateral sclerosis only starts around the age of 70,Murda Beatz is a gospel record producer.,0,information
5946,John Krasinski is a thespian.,Murda Beatz is from San Diego California.,0,information
5947,David Spade was fired from being in Black Sheep.,Murda Beatz is from space.,0,creation
5948,French Indochina was a grouping of British colonial territories in Southeast Asia.,Murda Beatz was born in 1994.,0,information
5949,Graffiti was released in 2007.,Murda Beatz was born on February 11 1984.,0,information
5950,Jackpot was released in 2000.,Murda Beatz was born on February 21 1994.,0,industry
5951,Saxony is the sixth least populous German state.,Murda Beatz's real name is Donald Trump.,0,information
5952,Always is about a British actress.,Murda Beatz's real name is Marshall Mathers.,0,information
5953,A View to a Kill features songs from Slipknot.,Muscarinic acetylcholine receptors are in the cell membranes of certain codes.,0,politics
5954,The dress did not inspire fresh insights into human color vision.,Muscarinic acetylcholine receptors are known as DNA.,0,information
5955,Starrcade was a one-time-only professional wrestling event.,Muscarinic acetylcholine receptors are launch codes.,0,natural
5956,Michigan is the least populous of the 50 United States.,My Old Kentucky Home is outside of Kentucky.,0,politics
5957,Justine Bateman is not a writer.,Natural Born Killers is based upon a novel by Thomas Wolfe.,0,religion
5958,A working animal is wild only.,Natural Born Killers was based upon a true crime novel by Truman Capote.,0,information
5959,Camden New Jersey is in a county in New Jersey.,Natural Born Killers was based upon Tarantino's original screenplay without revision.,0,information
5960,Jeong Hyeong-don's birthday is May 7.,Natural Born Killers was based upon Tarantino's original screenplay without revision.,0,information
5961,Diwali 1 ignorance over knowledge.,Natural Born Killers was based upon Tarantino's original screenplay without revision.,0,creation
5962,Lost (TV series) is a series of plays.,Neil Diamond is a Canadian bullfighter.,0,information
5963,EA Black Box was based outside of Canada.,Neil Diamond is not a musician.,0,natural
5964,Tottenham Hotspur F.C. is a video game developer.,Neil Diamond was not born on January 24th 1941.,0,information
5965,Terry Crews played professional hockey.,Nestor Carbonell played Godzilla in Lost.,0,politics
5966,The Washington Wizards have won seven seasons of American Idol.,New Orleans Pelicans compete in the National Football Association.,0,information
5967,Richard Dawkins has yet to appear on the radio.,Nicholas Brody goes by Nick for short with most characters referring to him by the latter.,0,politics
5968,Syracuse New York had a population of 145 170 according to the 1999 AAA TourBook.,Nicholas Brody is a character on an HBO series.,0,sports
5969,Harold Macmillan was born on February 10 1794.,Nicholas Brody is a non-fictional character.,0,gossip
5970,There are no musical or creative works in existence that have been created by Phillip Glass.,Nicholas Brody is a person.,0,gossip
5971,Meteora is a country album.,Nicholas Brody is played by the actor of the same name.,0,creation
5972,Eva Green did not have a career in theatre.,Nicholas Brody only appears on basic cable.,0,creation
5973,DJ Quik has only ever been a plumber his whole life.,No Country for Old Men is a drama.,0,information
5974,EA Black Box was a coach.,No Country for Old Men is set somewhere other than the desert of 1980 West Texas.,0,sports
5975,Poseidon lost $181 674 817.,Noah Cyrus is a younger sister of Macy Grey.,0,politics
5976,Topman is part of a South African multinational retailing company.,Noah Cyrus is of no relation to Billy Ray Cyrus.,0,sports
5977,Youtube is a hotel.,Noah Cyrus is the older sister of Miley Cyrus.,0,politics
